0	1
0.1	1
0.2	1
0.3	1
0.4	1
0.5	1
0.6	1
0.7	1
0.8	1
0.9	1
1	1
1.1	1
1.2	1
1.3	1
1.4	1
1.5	1
1.6	1
1.7	1
1.8	1
1.9	1
2	1
2.1	1
2.2	1
2.3	1
2.4	1
2.5	1
2.6	1
2.7	1
2.8	1
2.9	1
3	1
3.1	1
3.2	1
3.3	1
3.4	1
3.5	1
3.6	1
3.7	1
3.8	1
3.9	1
4	1
4.1	1
4.2	1
4.3	1
4.4	1
4.5	1
4.6	1
4.7	1
4.8	1
4.9	1
5	1
5.1	1
5.2	1
5.3	1
5.4	1
5.5	1
5.6	1
5.7	1
5.8	1
5.9	1
6	1
6.1	1
6.2	1
6.3	1
6.4	1
6.5	1
6.6	1
6.7	1
6.8	1
6.9	1
7	1
7.1	1
7.2	1
7.3	1
7.4	1
7.5	1
7.6	1
7.7	1
7.8	1
7.9	1
8	1
8.1	1
8.2	1
8.3	1
8.4	1
8.5	1
8.6	1
8.7	1
8.8	1
8.9	1
9	1
9.1	1
9.2	1
9.3	1
9.4	1


0	1
0.1	0.950083
0.2	0.900665
0.3	0.85224
0.4	0.805291
0.5	0.760287
0.6	0.717679
0.7	0.677891
0.8	0.641322
0.9	0.608336
1	0.579264
1.1	0.554396
1.2	0.53398
1.3	0.51822
1.4	0.507274
1.5	0.501252
1.6	0.500212
1.7	0.504167
1.8	0.513075
1.9	0.526849
2	0.54535
2.1	0.568394
2.2	0.595751
2.3	0.627146
2.4	0.662267
2.5	0.700763
2.6	0.742248
2.7	0.786309
2.8	0.832505
2.9	0.880375
3	0.929439
3.1	0.979209
3.2	1.02919
3.3	1.07887
3.4	1.12777
3.5	1.17539
3.6	1.22126
3.7	1.26492
3.8	1.30593
3.9	1.34388
4	1.3784
4.1	1.40914
4.2	1.43579
4.3	1.45809
4.4	1.4758
4.5	1.48877
4.6	1.49685
4.7	1.49996
4.8	1.49809
4.9	1.49123
5	1.47947
5.1	1.46291
5.2	1.44173
5.3	1.41614
5.4	1.38639
5.5	1.35277
5.6	1.31564
5.7	1.27535
5.8	1.2323
5.9	1.18694
6	1.13971
6.1	1.09108
6.2	1.04155
6.3	0.991594
6.4	0.941726
6.5	0.89244
6.6	0.844229
6.7	0.797574
6.8	0.752942
6.9	0.710778
7	0.671504
7.1	0.635513
7.2	0.603163
7.3	0.574778
7.4	0.550642
7.5	0.530996
7.6	0.516036
7.7	0.505911
7.8	0.500723
7.9	0.500524
8	0.505315
8.1	0.51505
8.2	0.529629
8.3	0.548909
8.4	0.572695
8.5	0.600751
8.6	0.632797
8.7	0.668511
8.8	0.707537
8.9	0.749486
9	0.793937
9.1	0.840448
9.2	0.888553
9.3	0.937771
9.4	0.987611


0	1
0.1	0.950132
0.2	0.900852
0.3	0.852644
0.4	0.805981
0.5	0.761321
0.6	0.719104
0.7	0.679746
0.8	0.643634
0.9	0.611123
1	0.582536
1.1	0.558154
1.2	0.538218
1.3	0.522924
1.4	0.512425
1.5	0.506824
1.6	0.506176
1.7	0.510488
1.8	0.519717
1.9	0.533772
2	0.552514
2.1	0.575757
2.2	0.603273
2.3	0.634789
2.4	0.669994
2.5	0.708542
2.6	0.750052
2.7	0.794116
2.8	0.840299
2.9	0.88815
3	0.937196
3.1	0.986958
3.2	1.03695
3.3	1.08668
3.4	1.13566
3.5	1.18341
3.6	1.22947
3.7	1.27339
3.8	1.31474
3.9	1.35312
4	1.38815
4.1	1.41949
4.2	1.44685
4.3	1.46995
4.4	1.48857
4.5	1.50253
4.6	1.5117
4.7	1.51598
4.8	1.51533
4.9	1.50977
5	1.49933
5.1	1.48414
5.2	1.46432
5.3	1.44009
5.4	1.41166
5.5	1.37931
5.6	1.34337
5.7	1.30418
5.8	1.26212
5.9	1.21759
6	1.17104
6.1	1.12292
6.2	1.0737
6.3	1.02386
6.4	0.973879
6.5	0.924258
6.6	0.875478
6.7	0.828019
6.8	0.782347
6.9	0.738912
7	0.698139
7.1	0.660431
7.2	0.62616
7.3	0.595663
7.4	0.569242
7.5	0.547157
7.6	0.529627
7.7	0.516824
7.8	0.508876
7.9	0.505861
8	0.507809
8.1	0.514701
8.2	0.526468
8.3	0.542994
8.4	0.564116
8.5	0.589625
8.6	0.619269
8.7	0.652756
8.8	0.689755
8.9	0.729901
9	0.7728
9.1	0.818028
9.2	0.865141
9.3	0.913677
9.4	0.963158
9.5	1.0131
9.6	1.06302
9.7	1.11241
9.8	1.16081
9.9	1.20774
10	1.25273
10.1	1.29536
10.2	1.3352
10.3	1.37188
10.4	1.40502
10.5	1.43432
10.6	1.45948
10.7	1.48026
10.8	1.49647
10.9	1.50793
11	1.51455
11.1	1.51626
11.2	1.51304
11.3	1.50492
11.4	1.49198
11.5	1.47435
11.6	1.45219
11.7	1.42573
11.8	1.39522
11.9	1.36095
12	1.32326
12.1	1.28252
12.2	1.23912
12.3	1.19348
12.4	1.14605
12.5	1.09729
12.6	1.04768
12.7	0.997709
12.8	0.947856
12.9	0.898614
13	0.850465
13.1	0.803883
13.2	0.759326
13.3	0.71723
13.4	0.678012
13.5	0.642056
13.6	0.609719
13.7	0.581318
13.8	0.557134
13.9	0.537406
14	0.522329
14.1	0.512052
14.2	0.506677
14.3	0.506257
14.4	0.510795
14.5	0.520248
14.6	0.534521
14.7	0.553474
14.8	0.576919
14.9	0.604625
15	0.636318
15.1	0.671685
15.2	0.710377
15.3	0.752014
15.4	0.796185
15.5	0.842456
15.6	0.890373
15.7	0.939463
15.8	0.989247
15.9	1.03924
16	1.08894
16.1	1.13788
16.2	1.18556
16.3	1.23154
16.4	1.27535
16.5	1.31657
16.6	1.3548
16.7	1.38967
16.8	1.42084
16.9	1.44801
17	1.47091
17.1	1.48932
17.2	1.50307
17.3	1.51201
17.4	1.51606
17.5	1.51519
17.6	1.5094
17.7	1.49875
17.8	1.48334
17.9	1.46332
18	1.43888
18.1	1.41026
18.2	1.37775
18.3	1.34165
18.4	1.30232
18.5	1.26013
18.6	1.2155
18.7	1.16887
18.8	1.12069
18.9	1.07143
19	1.02157
19.1	0.971593
19.2	0.921999
19.3	0.873269
19.4	0.825881
19.5	0.780301
19.6	0.736977
19.7	0.696336
19.8	0.658777
19.9	0.624671
20	0.594354
20.1	0.568126
20.2	0.546245
20.3	0.528927
20.4	0.516345
20.5	0.508621
20.6	0.505834
20.7	0.508009
20.8	0.515126
20.9	0.527114
21	0.543855
21.1	0.565184
21.2	0.590888
21.3	0.620716
21.4	0.654371
21.5	0.691523
21.6	0.731805
21.7	0.774821
21.8	0.820146
21.9	0.867335
22	0.915926
22.1	0.96544
22.2	1.01539
22.3	1.06529
22.4	1.11466
22.5	1.163
22.6	1.20985
22.7	1.25475
22.8	1.29725
22.9	1.33696
23	1.37348
23.1	1.40646
23.2	1.43557
23.3	1.46054
23.4	1.48112
23.5	1.4971
23.6	1.50835
23.7	1.51475
23.8	1.51623
23.9	1.51278
24	1.50444
24.1	1.49128
24.2	1.47344
24.3	1.45108
24.4	1.42442
24.5	1.39373
24.6	1.3593
24.7	1.32146
24.8	1.28059
24.9	1.23707
25	1.19134
25.1	1.14384
25.2	1.09504
25.3	1.0454
25.4	0.995418
25.5	0.945581
25.6	0.896378
25.7	0.84829
25.8	0.801791
25.9	0.757335
26	0.715362
26.1	0.676284
26.2	0.640487
26.3	0.608322
26.4	0.580108
26.5	0.556123
26.6	0.536604
26.7	0.521744
26.8	0.51169
26.9	0.506541
27	0.506348
27.1	0.511113
27.2	0.520789
27.3	0.535281
27.4	0.554444
27.5	0.57809
27.6	0.605986
27.7	0.637854
27.8	0.673382
27.9	0.712219
28	0.753982
28.1	0.79826
28.2	0.844617
28.3	0.892598
28.4	0.941732
28.5	0.991537
28.6	1.04152
28.7	1.09121
28.8	1.14009
28.9	1.18771
29	1.2336
29.1	1.2773
29.2	1.3184
29.3	1.35648
29.4	1.39119
29.5	1.42219
29.6	1.44916
29.7	1.47186
29.8	1.49006
29.9	1.50359
30	1.51231
30.1	1.51614
30.2	1.51504
30.3	1.50903
30.4	1.49815
30.5	1.48253
30.6	1.4623
30.7	1.43767
30.8	1.40886
30.9	1.37618
31	1.33992
31.1	1.30045
31.2	1.25814
31.3	1.21341
31.4	1.1667
31.5	1.11846
31.6	1.06915
31.7	1.01928
31.8	0.969308
31.9	0.919742
32	0.871062
32.1	0.823746
32.2	0.778259
32.3	0.735049
32.4	0.694539
32.5	0.65713
32.6	0.62319
32.7	0.593054
32.8	0.567019
32.9	0.545342
33	0.528238
33.1	0.515875
33.2	0.508377
33.3	0.505816
33.4	0.508219
33.5	0.515561
33.6	0.52777
33.7	0.544726
33.8	0.56626
33.9	0.59216
34	0.62217
34.1	0.655994
34.2	0.693298
34.3	0.733715
34.4	0.776846
34.5	0.822268
34.6	0.869533
34.7	0.918177
34.8	0.967722
34.9	1.01768
35	1.06757
35.1	1.1169
35.2	1.16518
35.3	1.21195
35.4	1.25675
35.5	1.29914
35.6	1.33871
35.7	1.37508
35.8	1.40789
35.9	1.43681
36	1.46159
36.1	1.48196
36.2	1.49773
36.3	1.50876
36.4	1.51493
36.5	1.51619
36.6	1.51251
36.7	1.50395
36.8	1.49057
36.9	1.47252
37	1.44996
37.1	1.42311
37.2	1.39224
37.3	1.35764
37.4	1.31966
37.5	1.27865
37.6	1.23503
37.7	1.18921
37.8	1.14163
37.9	1.09278
38	1.04311
38.1	0.993127
38.2	0.943308
38.3	0.894145
38.4	0.846119
38.5	0.799702
38.6	0.75535
38.7	0.7135
38.8	0.674564
38.9	0.638924
39	0.606934
39.1	0.578907
39.2	0.555122
39.3	0.535812
39.4	0.521169
39.5	0.511338
39.6	0.506415
39.7	0.50645
39.8	0.511441
39.9	0.521341
40	0.53605
40.1	0.555424
40.2	0.579271
40.3	0.607354
40.4	0.639399
40.5	0.675087
40.6	0.714067
40.7	0.755955
40.8	0.800338
40.9	0.846781
41	0.894826
41.1	0.944002
41.2	0.993827
41.3	1.04381
41.4	1.09347
41.5	1.14231
41.6	1.18986
41.7	1.23566
41.8	1.27925
41.9	1.32021
42	1.35816
42.1	1.3927
42.2	1.42352
42.3	1.45031
42.4	1.4728
42.5	1.49079
42.6	1.5041
42.7	1.5126
42.8	1.51621
42.9	1.51488
43	1.50864
43.1	1.49755
43.2	1.48171
43.3	1.46127
43.4	1.43644
43.5	1.40746
43.6	1.3746
43.7	1.33818
43.8	1.29857
43.9	1.25614
44	1.21131
44.1	1.16452
44.2	1.11622
44.3	1.06688
44.4	1.01698
44.5	0.967024
44.6	0.917487
44.7	0.868858
44.8	0.821615
44.9	0.776222
45	0.733125
45.1	0.692749
45.2	0.65549
45.3	0.621717
45.4	0.591762
45.5	0.565921
45.6	0.544449
45.7	0.527559
45.8	0.515417
45.9	0.508143
46	0.505809
46.1	0.508439
46.2	0.516007
46.3	0.528437
46.4	0.545606
46.5	0.567346
46.6	0.593441
46.7	0.623633
46.8	0.657624
46.9	0.69508
47	0.735631
47.1	0.778877
47.2	0.824394
47.3	0.871733
47.4	0.920429
47.5	0.970006
47.6	1.01998
47.7	1.06985
47.8	1.11914
47.9	1.16737
48	1.21406
48.1	1.25876
48.2	1.30103
48.3	1.34046
48.4	1.37667
48.5	1.40931
48.6	1.43805
48.7	1.46262
48.8	1.48279
48.9	1.49835
49	1.50916
49.1	1.5151
49.2	1.51613
49.3	1.51223
49.4	1.50345
49.5	1.48985
49.6	1.47159
49.7	1.44883
49.8	1.42179
49.9	1.39074
50	1.35598
50.1	1.31785
50.2	1.27671
50.3	1.23298
50.4	1.18706
50.5	1.13942
50.6	1.09052
50.7	1.04083
50.8	0.990836
50.9	0.941036
51	0.891913
51.1	0.84395
51.2	0.797617
51.3	0.75337
51.4	0.711644
51.5	0.67285
51.6	0.63737
51.7	0.605554
51.8	0.577715
51.9	0.55413
52	0.53503
52.1	0.520604
52.2	0.510996
52.3	0.506299
52.4	0.506562
52.5	0.51178
52.6	0.521903
52.7	0.536829
52.8	0.556413
52.9	0.580459
53	0.608732
53.1	0.640951
53.2	0.676798
53.3	0.715921
53.4	0.757933
53.5	0.802421
53.6	0.848948
53.7	0.897056
53.8	0.946274
53.9	0.996117
54	1.0461
54.1	1.09573
54.2	1.14452
54.3	1.192
54.4	1.23771
54.5	1.28119
54.6	1.32203
54.7	1.35982
54.8	1.3942
54.9	1.42484
55	1.45144
55.1	1.47374
55.2	1.49152
55.3	1.50461
55.4	1.51288
55.5	1.51626
55.6	1.51471
55.7	1.50825
55.8	1.49693
55.9	1.48088
56	1.46024
56.1	1.43521
56.2	1.40604
56.3	1.37301
56.4	1.33644
56.5	1.29669
56.6	1.25414
56.7	1.20921
56.8	1.16234
56.9	1.11398
57	1.0646
57.1	1.01469
57.2	0.96474
57.3	0.915233
57.4	0.866657
57.5	0.819488
57.6	0.77419
57.7	0.731208
57.8	0.690965
57.9	0.653858
58	0.620252
58.1	0.590479
58.2	0.564832
58.3	0.543566
58.4	0.526889
58.5	0.514968
58.6	0.507919
58.7	0.505813
58.8	0.50867
58.9	0.516462
59	0.529113
59.1	0.546496
59.2	0.568441
59.3	0.59473
59.4	0.625103
59.5	0.659262
59.6	0.696868
59.7	0.737552
59.8	0.780913
59.9	0.826523
60	0.873936
60.1	0.922684
60.2	0.97229
60.3	1.02227
60.4	1.07213
60.5	1.12138
60.6	1.16955
60.7	1.21616
60.8	1.26075
60.9	1.3029
61	1.3422
61.1	1.37825
61.2	1.41072
61.3	1.43928
61.4	1.46365
61.5	1.48361
61.6	1.49896
61.7	1.50955
61.8	1.51527
61.9	1.51607
62	1.51195
62.1	1.50294
62.2	1.48913
62.3	1.47065
62.4	1.44769
62.5	1.42046
62.6	1.38923
62.7	1.35431
62.8	1.31603
62.9	1.27477
63	1.23092
63.1	1.18492
63.2	1.13721
63.3	1.08825
63.4	1.03854
63.5	0.988546
63.6	0.938765
63.7	0.889685
63.8	0.841785
63.9	0.795537
64	0.751396
64.1	0.709795
64.2	0.671143
64.3	0.635823
64.4	0.604182
64.5	0.576532
64.6	0.553147
64.7	0.534257
64.8	0.52005
64.9	0.510664
65	0.506195
65.1	0.506684
65.2	0.512129
65.3	0.522474
65.4	0.537618
65.5	0.557411
65.6	0.581657
65.7	0.610117
65.8	0.64251
65.9	0.678516
66	0.717781
66.1	0.759916
66.2	0.804509
66.3	0.851119
66.4	0.899289
66.5	0.948547
66.6	0.998408
66.7	1.04839
66.8	1.09799
66.9	1.14673
67	1.19414
67.1	1.23976
67.2	1.28313
67.3	1.32383
67.4	1.36148
67.5	1.3957
67.6	1.42616
67.7	1.45257
67.8	1.47466
67.9	1.49223
68	1.5051
68.1	1.51315
68.2	1.51631
68.3	1.51453
